-1254.5321369185626     -1254.5833589969634
-1314.5334508399465     -1314.413207650757
-1274.4754490817324     -1274.484856960869
-1260.3388148882984     -1260.5591304655075
-1293.6357754972944     -1293.967889940071
-1304.870554812948     -1304.8174545581817
-1254.8223086916048     -1254.8345083623885
-1271.3316436336086     -1271.4009538772582
-1326.6250227452006     -1326.6885617311477
-1268.2913205822897     -1268.6939947624207
-1282.2305207634388     -1282.220081479454
-1256.3673449581634     -1256.4320998249054
-1260.1323491543396     -1260.0917551315308
-1272.1754444797723     -1272.1552816560745
-1299.740740284494     -1299.8247283290864
-1303.8836598368182     -1304.091100684166
-1285.4593145133629     -1285.567449484062
-1270.5717975112013     -1270.3823694631576
-1270.9674941746173     -1271.1869271150588
-1265.2260703121378     -1265.606924821663
-1249.9611120957097     -1250.1779968004228
-1190.800158951917     -1190.8702397346497
-1306.3465438138728     -1306.4900829414366
-1303.159111896985     -1303.1247694129943
-1332.37394993968     -1332.3851219612122
-1318.6586450106054     -1318.6680561645508
-1268.7505472954435     -1268.8108166038512
-1296.7121003057832     -1296.8228996265411
-1248.4305195795002     -1248.3969915281295
-1266.6969997268625     -1266.6058923151015
-1245.3522419637068     -1245.3154635873793
-1269.461635083328     -1269.3022072711944
-1298.098887282131     -1298.1826249300002
-1271.0601389279252     -1271.2243136230468
-1275.4651945277342     -1275.3875871843338
-1221.985085940661     -1222.018391015625
-1242.8937922634395     -1243.0492254255294
-1267.4665874735188     -1267.4716758718491
-1309.534939221848     -1309.42109719944
-1315.7320453479608     -1315.6332393667221
-1292.1371311205676     -1292.2216321281433
-1183.978267655029     -1183.9607732172012
-1282.1636265783832     -1282.3103369081498
-1227.4094256232806     -1227.4295822294234
-1259.8613779944856     -1259.8014598930358
-1232.0402296777352     -1232.005954711914
-1305.8103586405864     -1305.83771036911
-1277.9916505428523     -1278.2945861089706
-1280.4174621169007     -1280.4903616992951
-1268.2941297837885     -1268.3632341270447
-1230.6351033154654     -1230.546913249588
-1238.8921719969144     -1238.9329269119262
-1303.0947976984407     -1303.1128936986922
-1322.211690711993     -1322.2059634075165
-1231.9363223811197     -1231.9507106483459
-1220.596441137123     -1220.4960124103545
-1237.9828050291624     -1237.9505854185104
-1299.6656227023439     -1299.6545977256774
-1301.522212576217     -1301.422231823349
-1279.5544124053067     -1279.228193189621
-1191.6558486709478     -1191.5456599895476
-1249.3474281899832     -1249.2720997198105
-1209.682445076109     -1209.7257071891784
-1230.7173488086491     -1230.5928326782227
-1277.9722057603194     -1277.9853776958466
-1287.6840440582791     -1287.38469767704
-1228.1229417426855     -1228.2072215955734
-1254.0818854630131     -1254.016843440628
-1219.4601017483476     -1219.1133273925782
-1298.249010977459     -1298.2210670570373
-1278.5963083140289     -1278.5628892839432
-1236.3527431118648     -1236.489344749832
-1265.3022719885873     -1265.3769758054734
-1302.6717899896923     -1302.6178083646773
-1223.1299557628306     -1223.1382268901825
-1246.3033229162636     -1246.4341558746337
-1264.768938820815     -1264.7493223125457
-1267.4746532166585     -1267.439039649582
-1320.2363480901315     -1320.228612992096
-1255.620443666981     -1255.7038986175537
-1251.6589426360906     -1251.5959570880889
-1236.0570035967555     -1236.076597701645
-1307.8077705260266     -1308.0035767530442
-1320.242280049667     -1320.2831533096314
